d_TklW,d_DribContest,d_SuccPress%,d_Int,d_Clr,d_Dis,d_TacklesDef3rd,d_Gls,d_Ast,d_KP,d_xG,d_xA,d_SoT,m_Cmp,m_PassAtt,m_Cmp%,m_Ast,m_xA,m_KP,m_DribShot,m_GCA,m_TklW,m_SuccPress%,m_Gls,m_xG,m_TacklesMid3rd,m_SoT,a_xG,a_SoT,a_Gls,a_CPA,a_Succ%,a_TacklesAtt3rd,a_GCA,a_Ast,a_xA,a_KP,a_Cmp,a_Int,a_Clr,g_GA,g_Saves,g_CS,g_PSxG,g_Cmp%,away_d_TklW,away_d_DribContest,away_d_SuccPress%,away_d_Int,away_d_Clr,away_d_Dis,away_d_TacklesDef3rd,away_d_Gls,away_d_Ast,away_d_KP,away_d_xG,away_d_xA,away_d_SoT,away_m_Cmp,away_m_PassAtt,away_m_Cmp%,away_m_Ast,away_m_xA,away_m_KP,away_m_DribShot,away_m_GCA,away_m_TklW,away_m_SuccPress%,away_m_Gls,away_m_xG,away_m_TacklesMid3rd,away_m_SoT,away_a_xG,away_a_SoT,away_a_Gls,away_a_CPA,away_a_Succ%,away_a_TacklesAtt3rd,away_a_GCA,away_a_Ast,away_a_xA,away_a_KP,away_a_Cmp,away_a_Int,away_a_Clr,away_g_GA,away_g_Saves,away_g_CS,away_g_PSxG,away_g_Cmp%,Home_goals_scored,Away_goals_scored,Home_team,Away_team,Date
1.8,0.8,35.56,1.0,3.4,1.2,1.0,0.0,0.0,1.0,0.12,0.1,0.4,33.0,43.333333333333336,76.03333333333335,0.0,0.19999999999999998,1.6666666666666667,0.0,0.0,2.3333333333333335,30.133333333333336,0.0,0.06666666666666667,2.6666666666666665,0.0,0.6,1.5,0.0,1.0,50.0,1.0,0.0,0.0,0.2,1.0,18.0,2.5,0.0,0.0,2.0,1.0,0.6,40.9,0.8,2.4,27.8,1.0,7.2,0.6,1.2,0.0,0.0,0.4,0.04,0.02,0.0,31.5,38.5,82.45,0.0,0.0,0.5,0.0,0.0,0.5,33.1,0.0,0.0,0.0,0.0,0.2333333333333333,0.3333333333333333,0.0,1.0,33.333333333333336,0.0,0.0,0.0,0.13333333333333333,1.3333333333333333,22.0,0.0,0.3333333333333333,0.0,5.0,1.0,1.0,35.0,0,0,Brighton,Fulham,2021-01-27 19:30:00Z
0.5,1.25,36.45,1.0,3.5,0.0,1.0,0.0,0.0,0.25,0.0,0.025,0.0,21.25,29.5,71.2,0.0,0.05,0.5,0.0,0.0,1.25,22.0,0.0,0.05,0.5,0.0,0.15000000000000002,1.0,0.5,0.5,50.0,0.5,0.0,0.0,0.0,0.0,22.5,0.5,1.5,1.0,5.0,0.0,1.1,25.0,0.75,1.0,35.949999999999996,1.0,6.0,0.25,1.0,0.0,0.0,1.0,0.05,0.025,0.25,46.333333333333336,57.333333333333336,81.60000000000001,0.0,0.03333333333333333,1.0,0.3333333333333333,0.0,1.6666666666666667,44.43333333333334,0.3333333333333333,0.16666666666666666,1.3333333333333333,0.6666666666666666,0.10000000000000002,1.0,0.0,0.3333333333333333,20.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.10000000000000002,1.6666666666666667,19.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.8,60.0,1,1,Everton,Leicester City,2021-01-27 20:15:00Z
1.5,1.25,48.325,0.75,3.0,0.0,1.25,0.25,0.25,1.25,0.025,0.07500000000000001,0.25,77.33333333333333,90.0,85.43333333333334,0.0,0.3666666666666667,1.6666666666666667,0.0,0.3333333333333333,1.6666666666666667,30.0,0.0,0.06666666666666667,0.6666666666666666,0.0,0.39999999999999997,1.0,0.0,1.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,33.666666666666664,0.0,0.0,2.0,1.0,0.0,1.9,50.0,1.6,2.2,26.26,3.2,4.8,0.6,1.4,0.2,0.0,0.2,0.06,0.0,0.2,22.333333333333332,30.333333333333332,73.83333333333333,0.6666666666666666,0.3,1.3333333333333333,0.0,1.0,1.3333333333333333,24.066666666666666,0.0,0.0,1.3333333333333333,0.0,0.2,0.5,0.0,0.5,50.0,0.0,0.0,0.0,0.0,0.0,13.0,0.5,0.0,1.0,3.0,0.0,1.3,14.3,1,2,Manchester Utd,Sheffield Utd,2021-01-27 20:15:00Z
1.4,0.6,20.06,1.6,3.2,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,73.0,85.0,85.6,0.0,0.0,0.0,0.0,0.0,1.5,29.9,0.5,0.05,0.0,0.5,0.03333333333333333,0.3333333333333333,0.0,0.6666666666666666,41.666666666666664,0.0,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.6666666666666666,17.0,1.6666666666666667,0.0,3.0,4.0,0.0,3.0,38.5,0.75,1.0,35.4,0.75,3.75,0.25,0.25,0.25,0.25,0.5,0.025,0.05,0.25,51.333333333333336,59.0,87.03333333333335,0.0,0.06666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,17.3,0.0,0.0,0.6666666666666666,0.0,0.6,2.0,0.6666666666666666,2.0,33.333333333333336,0.0,0.6666666666666666,0.3333333333333333,0.4666666666666666,2.0,32.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.7,40.0,1,3,Tottenham,Liverpool,2021-01-28 20:00:00Z
1.0,3.0,23.075000000000003,1.5,4.75,0.75,2.0,0.0,0.0,0.5,0.1,0.025,0.0,54.666666666666664,63.666666666666664,85.76666666666665,0.0,0.16666666666666666,1.3333333333333333,0.0,0.0,0.3333333333333333,24.7,0.0,0.06666666666666667,0.6666666666666666,0.3333333333333333,0.09999999999999999,0.6666666666666666,0.0,0.6666666666666666,53.333333333333336,0.0,0.0,0.0,0.10000000000000002,1.0,18.333333333333332,0.3333333333333333,2.0,2.0,0.0,0.0,1.4,76.5,0.5,1.0,46.7,0.5,3.0,0.25,1.5,0.0,0.25,0.25,0.0,0.1,0.0,25.25,33.75,74.4,0.25,0.125,1.25,0.0,0.25,1.0,22.925,0.0,0.125,1.25,0.0,0.65,1.5,1.0,0.5,37.5,0.0,0.0,0.0,0.35,1.5,16.0,0.0,0.0,0.0,3.0,1.0,0.3,19.2,0,2,Everton,Newcastle Utd,2021-01-30 12:30:00Z
0.75,2.5,26.25,1.0,3.0,0.5,1.75,0.0,0.0,0.5,0.025,0.0,0.0,49.0,54.0,90.90000000000002,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,20.066666666666666,0.3333333333333333,0.03333333333333333,1.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,0.0,1.0,64.46666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.13333333333333333,1.6666666666666667,27.0,1.0,0.0,0.0,4.0,1.0,1.6,50.0,2.6,2.0,35.559999999999995,1.2,2.0,0.6,2.8,0.0,0.0,0.2,0.0,0.02,0.2,45.25,52.25,83.2,0.0,0.1,1.25,0.0,0.0,1.0,19.95,0.0,0.05,1.25,0.25,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,1.0,1.0,0.0,0.1,55.6,1,0,Crystal Palace,Wolves,2021-01-30 15:00:00Z
1.0,1.0,25.0,1.0,1.25,0.5,1.0,0.0,0.0,0.0,0.07500000000000001,0.0,0.5,61.666666666666664,68.33333333333333,89.96666666666665,0.0,0.06666666666666667,1.3333333333333333,0.6666666666666666,0.0,1.0,39.800000000000004,0.0,0.06666666666666667,0.6666666666666666,0.3333333333333333,0.26666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,80.96666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3,1.6666666666666667,35.333333333333336,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.1,75.0,1.4,1.8,18.9,1.6,4.0,0.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,24.666666666666668,29.333333333333332,84.03333333333333,0.0,0.03333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,7.666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,12.5,0.5,0.0,1.0,4.0,0.0,1.8,34.6,1,0,Manchester City,Sheffield Utd,2021-01-30 15:00:00Z
1.0,0.2,39.120000000000005,1.4,3.8,0.2,0.8,0.2,0.0,0.2,0.08,0.0,0.2,23.333333333333332,31.333333333333332,75.53333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,3.0,32.43333333333333,0.0,0.0,2.6666666666666665,0.0,0.1,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,12.5,1.5,0.0,2.0,5.0,0.0,1.1,32.3,1.0,0.6,37.160000000000004,1.4,5.2,0.8,1.2,0.2,0.0,0.2,0.2,0.02,0.2,48.5,56.0,86.5,0.0,0.0,0.5,0.0,0.0,1.0,30.9,0.0,0.0,0.0,0.5,0.16666666666666666,1.3333333333333333,0.0,0.3333333333333333,55.56666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.43333333333333335,2.6666666666666665,27.0,1.0,1.0,2.0,1.0,0.0,1.7,25.0,2,2,West Brom,Fulham,2021-01-30 15:00:00Z
0.75,1.0,30.25,2.75,5.0,0.5,0.5,0.0,0.0,0.25,0.05,0.025,0.0,42.666666666666664,48.666666666666664,86.86666666666667,0.0,0.03333333333333333,1.0,0.0,0.0,1.0,20.5,0.0,0.03333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.3333333333333333,0.0,1.0,44.46666666666667,0.0,0.0,0.0,0.03333333333333333,1.3333333333333333,15.0,1.3333333333333333,0.6666666666666666,0.0,3.0,1.0,1.0,9.1,1.0,0.75,30.625,1.0,2.5,0.0,0.5,0.0,0.0,1.0,0.025,0.125,0.25,49.0,56.0,87.6,0.0,0.025,0.5,0.25,0.0,1.0,41.2,0.0,0.07500000000000001,1.0,0.5,0.5,0.0,0.0,1.5,40.0,0.0,0.0,0.0,0.0,0.5,22.5,1.5,0.0,0.0,3.0,1.0,0.5,55.6,0,0,Arsenal,Manchester Utd,2021-01-30 17:30:00Z
1.25,0.5,29.924999999999997,0.5,2.5,0.25,1.25,0.0,0.0,1.0,0.125,0.07500000000000001,0.5,29.5,36.25,83.275,0.0,0.05,1.0,0.25,0.0,1.25,22.75,0.0,0.07500000000000001,0.75,0.0,0.2,0.5,0.0,0.5,100.0,0.0,0.0,0.0,0.35,2.0,20.5,0.0,0.5,1.0,3.0,0.0,1.0,22.2,1.0,2.0,26.65,2.5,5.75,0.25,1.5,0.0,0.0,0.25,0.0,0.025,0.0,24.333333333333332,32.0,76.03333333333333,0.0,0.03333333333333333,0.6666666666666666,0.0,0.0,1.0,16.433333333333334,0.3333333333333333,0.06666666666666667,1.0,0.3333333333333333,0.09999999999999999,1.0,0.0,2.6666666666666665,6.666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.06666666666666667,1.0,20.0,1.0,1.3333333333333333,0.0,4.0,1.0,0.7,41.7,0,1,Southampton,Aston Villa,2021-01-30 20:00:00Z
0.2,0.2,38.7,0.6,3.6,0.4,0.6,0.4,0.2,1.0,0.08,0.06,0.4,94.5,102.0,92.6,0.0,0.15000000000000002,3.0,0.0,0.0,2.0,51.7,0.0,0.05,1.0,0.5,0.13333333333333333,1.0,0.0,1.6666666666666667,66.66666666666667,0.3333333333333333,0.3333333333333333,0.0,0.10000000000000002,1.6666666666666667,22.666666666666668,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,40.0,1.5,2.25,45.45,1.75,5.25,1.25,1.25,0.0,0.0,0.0,0.05,0.0,0.0,20.0,27.75,70.75,0.0,0.05,0.25,0.0,0.0,0.25,16.224999999999998,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,2.0,6.0,0.0,2.2,44.1,2,0,Chelsea,Burnley,2021-01-31 12:00:00Z
1.75,2.0,39.7,1.25,3.75,0.25,1.0,0.0,0.0,0.25,0.15000000000000002,0.0,0.0,32.0,44.0,72.3,0.3333333333333333,0.13333333333333333,1.6666666666666667,0.0,0.3333333333333333,1.3333333333333333,38.1,0.0,0.06666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,36.1,0.0,0.3333333333333333,0.0,0.16666666666666666,2.3333333333333335,22.333333333333332,0.0,0.0,3.0,2.0,0.0,2.7,50.0,2.5,3.25,43.525,2.25,3.75,0.0,2.25,0.0,0.0,0.0,0.05,0.0,0.0,17.6,25.6,68.84,0.2,0.1,0.8,0.0,0.2,1.0,29.32,0.4,0.24,0.4,0.8,0.3,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.2,3.0,11.0,0.0,1.0,1.0,7.0,0.0,1.7,15.4,1,3,Leicester City,Leeds United,2021-01-31 14:00:00Z
0.75,0.75,25.849999999999998,2.5,3.5,0.0,1.25,0.25,0.0,0.0,0.15,0.0,0.25,29.666666666666668,35.333333333333336,82.66666666666667,0.0,0.06666666666666667,0.6666666666666666,0.0,0.0,1.0,22.133333333333336,0.0,0.0,0.3333333333333333,0.0,0.10000000000000002,0.3333333333333333,0.0,0.0,44.43333333333334,0.0,0.0,0.0,0.06666666666666667,1.0,12.0,1.6666666666666667,0.0,3.0,2.0,0.0,1.9,35.0,0.0,0.5,25.425,0.75,3.75,0.25,0.5,0.0,0.0,0.25,0.0,0.025,0.0,60.75,68.0,89.425,0.25,0.275,1.5,0.0,0.5,0.75,30.375,0.25,0.15,0.25,0.25,0.65,2.0,1.0,0.5,16.65,0.0,0.0,0.0,0.1,1.0,32.5,0.0,1.0,1.0,1.0,0.0,1.0,50.0,1,3,West Ham,Liverpool,2021-01-31 16:30:00Z
1.0,3.2,27.139999999999997,1.2,2.8,0.4,1.0,0.0,0.0,1.0,0.08,0.02,0.0,34.666666666666664,43.333333333333336,82.53333333333333,0.3333333333333333,0.5,2.3333333333333335,0.0,0.6666666666666666,1.6666666666666667,35.43333333333334,0.0,0.19999999999999998,1.0,0.3333333333333333,0.1,0.5,0.5,1.0,37.5,0.0,0.0,0.0,0.1,2.0,31.0,0.5,0.5,0.0,4.0,1.0,0.8,33.3,1.6,1.2,27.04,0.6,4.8,0.2,1.8,0.0,0.0,0.4,0.0,0.04,0.0,58.5,66.0,87.85,0.0,0.0,0.0,0.0,0.0,3.5,43.45,0.0,0.0,2.0,0.0,0.03333333333333333,0.3333333333333333,0.0,0.6666666666666666,44.46666666666667,0.0,0.0,0.0,0.06666666666666667,1.3333333333333333,27.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.7,27.3,1,0,Brighton,Tottenham,2021-01-31 19:15:00Z
1.6,1.6,40.88,1.6,4.0,1.2,1.6,0.2,0.4,0.6,0.06000000000000001,0.04,0.4,53.666666666666664,65.33333333333333,83.66666666666667,0.0,0.10000000000000002,1.3333333333333333,0.0,0.0,0.6666666666666666,28.53333333333333,0.0,0.10000000000000002,1.3333333333333333,0.3333333333333333,0.2,1.5,0.5,0.5,37.5,0.5,0.0,0.0,0.0,0.0,21.5,0.0,1.0,1.0,3.0,0.0,1.2,22.2,0.5,1.25,19.425,1.75,6.75,1.25,1.0,0.0,0.0,0.25,0.025,0.0,0.0,16.0,22.8,68.61999999999999,0.0,0.1,0.8,0.0,0.0,1.2,20.2,0.2,0.28,0.2,0.6,0.5,1.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,2.0,4.0,0.0,1.0,27.6,2,1,Sheffield Utd,West Brom,2021-02-02 18:00:00Z
1.5,1.5,37.025,1.5,3.5,1.0,1.0,0.0,0.0,0.25,0.05,0.025,0.25,49.0,55.666666666666664,86.33333333333333,0.0,0.06666666666666667,1.0,0.0,0.6666666666666666,0.0,15.333333333333334,0.6666666666666666,0.26666666666666666,0.3333333333333333,0.6666666666666666,0.06666666666666667,1.0,0.0,1.6666666666666667,88.56666666666666,0.0,0.6666666666666666,0.3333333333333333,0.13333333333333333,1.6666666666666667,28.0,1.3333333333333333,0.0,1.0,1.0,0.0,1.0,75.0,0.5,2.0,25.15,0.0,3.75,0.75,1.0,0.0,0.0,0.25,0.0,0.025,0.0,54.666666666666664,60.666666666666664,89.86666666666667,0.0,0.06666666666666667,1.0,0.0,0.0,1.3333333333333333,21.333333333333332,0.0,0.0,1.0,0.0,0.16666666666666666,1.0,0.3333333333333333,0.0,50.0,0.0,0.6666666666666666,0.3333333333333333,0.03333333333333333,0.6666666666666666,16.0,0.6666666666666666,0.3333333333333333,2.0,3.0,0.0,1.5,66.7,2,1,Wolves,Arsenal,2021-02-02 18:00:00Z
1.4,1.0,53.0,1.0,1.2,0.4,0.6,0.2,0.4,1.6,0.1,0.22000000000000003,0.4,60.5,74.0,81.44999999999999,1.0,0.5,2.5,0.0,1.0,1.5,41.5,1.0,0.6000000000000001,0.0,1.5,0.10000000000000002,1.6666666666666667,0.6666666666666666,1.3333333333333333,36.666666666666664,0.3333333333333333,1.0,0.3333333333333333,0.06666666666666667,1.0,29.0,0.0,0.0,0.0,1.0,1.0,0.2,100.0,1.5,2.5,43.075,1.5,6.25,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,11.75,17.5,50.650000000000006,0.0,0.0,0.0,0.0,0.0,1.5,29.4,0.0,0.025,0.25,0.25,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.5,12.0,1.0,1.5,9.0,6.0,0.0,5.4,18.5,9,0,Manchester Utd,Southampton,2021-02-02 20:15:00Z
1.25,2.0,26.7,2.75,2.5,0.0,2.25,0.0,0.0,0.5,0.07500000000000001,0.075,0.25,52.75,62.25,85.32499999999999,0.0,0.025,0.75,0.25,0.25,1.75,44.525,0.25,0.1,1.75,0.25,0.4,1.0,0.0,2.0,50.0,0.5,0.5,0.5,0.25,4.0,31.5,1.0,0.5,2.0,1.0,0.0,0.7,50.0,0.75,1.0,25.349999999999998,2.5,4.0,1.0,1.5,0.25,0.0,0.0,0.025,0.0,0.25,36.0,43.0,84.85,0.25,0.2,0.75,0.0,0.5,1.25,33.4,0.25,0.05,0.5,0.25,0.0,0.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.5,1.0,4.0,0.0,1.6,15.4,1,2,Newcastle Utd,Crystal Palace,2021-02-02 20:15:00Z
1.75,2.75,32.8,0.75,3.25,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,21.75,30.25,70.6,0.0,0.0,0.25,0.0,0.0,0.75,19.85,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5,25.0,0.0,0.0,0.0,0.0,0.0,11.0,0.5,0.0,2.0,4.0,0.0,2.6,33.3,0.0,0.0,14.575,1.0,2.5,0.0,0.25,0.0,0.0,0.0,0.075,0.0,0.25,80.33333333333333,87.66666666666667,91.86666666666667,0.3333333333333333,0.5333333333333333,2.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,20.5,0.0,0.03333333333333333,0.6666666666666666,0.3333333333333333,0.7000000000000001,1.3333333333333333,0.6666666666666666,1.6666666666666667,38.9,0.0,0.3333333333333333,0.0,0.13333333333333333,1.3333333333333333,40.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,50.0,0,2,Burnley,Manchester City,2021-02-03 18:00:00Z
1.6,1.0,39.720000000000006,1.6,5.0,0.6,0.6,0.0,0.0,0.2,0.02,0.0,0.2,36.0,48.666666666666664,74.0,0.0,0.13333333333333333,1.0,0.0,0.0,2.0,29.46666666666667,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.1,1.0,19.0,0.5,0.0,2.0,3.0,0.0,1.4,75.0,1.0,2.25,37.775000000000006,1.0,9.25,0.75,1.75,0.25,0.0,0.25,0.175,0.025,0.5,35.0,43.666666666666664,78.96666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.0,1.0,1.6666666666666667,29.766666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.13333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,50.0,0.0,0.0,0.0,0.0,0.3333333333333333,13.0,0.0,0.0,0.0,1.0,1.0,0.3,40.0,0,2,Fulham,Leicester City,2021-02-03 18:00:00Z
2.25,2.25,33.025,1.5,3.25,0.5,1.75,0.0,0.0,0.75,0.025,0.025,0.25,36.4,47.4,77.4,0.0,0.04,1.4,0.0,0.2,1.4,28.560000000000002,0.2,0.1,0.2,1.0,0.3,1.0,0.0,0.0,100.0,0.0,1.0,1.0,0.2,3.0,17.0,1.0,0.0,2.0,4.0,0.0,2.3,33.3,2.5,2.75,32.375,0.75,6.25,1.75,2.75,0.0,0.5,0.25,0.05,0.1,0.0,28.666666666666668,33.333333333333336,85.86666666666667,0.0,0.2333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,20.8,0.3333333333333333,0.13333333333333333,1.0,0.6666666666666666,0.43333333333333335,1.3333333333333333,0.3333333333333333,0.6666666666666666,35.56666666666667,0.3333333333333333,0.0,0.0,0.03333333333333333,0.3333333333333333,18.666666666666668,1.3333333333333333,2.0,1.0,6.0,0.0,1.7,60.9,1,2,Leeds United,Everton,2021-02-03 19:30:00Z
1.0,1.5,20.45,1.0,3.0,0.25,1.25,0.0,0.0,0.25,0.0,0.025,0.0,39.0,46.666666666666664,83.53333333333332,0.0,0.03333333333333333,0.6666666666666666,0.0,0.0,1.0,24.733333333333334,0.0,0.03333333333333333,0.6666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,83.33333333333333,0.0,0.6666666666666666,0.3333333333333333,0.13333333333333333,1.3333333333333333,22.0,0.0,0.6666666666666666,3.0,6.0,0.0,1.5,44.4,1.0,1.25,24.7,1.25,5.75,0.0,1.5,0.0,0.0,1.0,0.05,0.15000000000000002,0.5,40.0,47.666666666666664,84.26666666666667,0.0,0.06666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,24.666666666666668,1.0,0.19999999999999998,0.6666666666666666,1.6666666666666667,0.26666666666666666,0.6666666666666666,0.0,0.3333333333333333,50.0,0.0,1.6666666666666667,1.0,0.16666666666666666,2.3333333333333335,18.666666666666668,1.0,0.3333333333333333,1.0,1.0,0.0,0.6,50.0,1,3,Aston Villa,West Ham,2021-02-03 20:15:00Z
0.0,0.75,36.025,2.25,3.75,0.5,0.25,0.0,0.0,1.0,0.0,0.1,0.0,59.333333333333336,67.0,88.66666666666667,0.0,0.0,0.0,0.0,0.0,2.0,26.96666666666667,0.0,0.0,1.0,0.0,0.19999999999999998,0.0,0.0,1.3333333333333333,58.333333333333336,0.6666666666666666,0.0,0.0,0.03333333333333333,0.6666666666666666,28.333333333333332,1.6666666666666667,0.3333333333333333,1.0,3.0,0.0,1.3,44.4,0.6,1.4,36.22,2.4,5.4,0.4,1.2,0.0,0.0,0.2,0.1,0.02,0.2,30.25,39.0,77.22500000000001,0.25,0.15000000000000002,1.75,0.0,0.25,2.0,33.25,0.25,0.125,1.0,0.75,0.2,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.1,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,44.8,0,1,Liverpool,Brighton,2021-02-03 20:15:00Z
1.75,2.25,36.9,0.5,5.5,0.5,1.25,0.0,0.0,0.25,0.025,0.025,0.0,42.0,49.666666666666664,82.66666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,14.533333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.0,0.3333333333333333,33.333333333333336,0.0,0.0,0.0,0.03333333333333333,0.6666666666666666,15.333333333333334,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.9,46.7,0.6,0.4,25.0,0.4,2.8,1.0,0.6,0.0,0.0,1.2,0.06000000000000001,0.08,0.0,69.0,77.0,89.6,0.0,0.1,1.0,0.5,0.0,0.5,10.1,0.5,0.5,0.0,0.0,0.3,0.3333333333333333,0.0,2.0,44.43333333333334,0.3333333333333333,0.3333333333333333,0.0,0.2333333333333333,2.0,33.0,0.6666666666666666,0.6666666666666666,0.0,2.0,1.0,0.4,28.6,0,1,Tottenham,Chelsea,2021-02-04 20:00:00Z
1.75,0.75,43.025,0.75,4.75,0.25,1.25,0.0,0.0,0.5,0.175,0.025,0.75,36.5,46.0,79.625,0.0,0.275,2.0,0.0,0.0,0.0,42.35,0.25,0.125,0.25,0.75,0.6,0.5,0.0,1.0,50.0,0.5,0.0,0.0,0.1,1.5,13.0,0.5,0.5,1.0,1.0,0.0,0.8,47.1,0.0,1.0,38.480000000000004,0.8,3.4,0.4,0.0,0.2,0.0,0.4,0.02,0.04,0.2,32.666666666666664,39.333333333333336,83.76666666666667,0.3333333333333333,0.06666666666666667,1.3333333333333333,0.0,0.3333333333333333,1.0,24.599999999999998,0.0,0.0,1.0,0.0,0.2,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,8.5,0.0,0.0,1.0,6.0,0.0,2.2,20.6,1,1,Burnley,Brighton,2021-02-06 15:00:00Z
0.5,1.25,10.0,1.5,3.5,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,9.25,17.25,51.2,0.0,0.075,0.5,0.0,0.0,1.75,39.125,0.75,0.15,0.25,0.75,0.05,0.5,0.0,2.0,40.0,0.0,1.5,1.0,0.2,1.0,5.5,0.5,0.0,2.0,3.0,0.0,1.3,32.1,0.5,1.5,36.975,1.5,0.75,0.25,1.25,0.0,0.25,0.25,0.15000000000000002,0.025,0.25,65.75,78.0,83.275,0.0,0.1,1.25,0.0,0.5,1.25,36.325,0.5,0.05,1.0,0.5,0.35,1.0,0.0,1.0,66.65,0.5,0.5,0.0,0.2,1.5,14.5,0.0,0.5,3.0,1.0,0.0,0.9,33.3,3,2,Newcastle Utd,Southampton,2021-02-06 15:00:00Z
0.75,1.25,22.5,2.25,4.5,0.25,1.25,0.0,0.0,0.75,0.05,0.025,0.0,50.0,56.333333333333336,88.23333333333335,0.0,0.06666666666666667,1.3333333333333333,0.0,0.0,0.6666666666666666,18.0,0.0,0.13333333333333333,0.6666666666666666,0.0,0.2333333333333333,0.3333333333333333,0.0,0.6666666666666666,86.66666666666667,0.3333333333333333,0.0,0.0,0.20000000000000004,2.3333333333333335,25.333333333333332,1.0,0.6666666666666666,0.0,1.0,1.0,0.0,22.2,0.5,1.0,27.9,1.0,4.75,0.5,0.5,0.0,0.0,0.75,0.025,0.125,0.0,31.666666666666668,41.0,77.06666666666666,0.0,0.06666666666666667,0.6666666666666666,0.0,0.0,1.6666666666666667,23.133333333333336,0.0,0.09999999999999999,0.6666666666666666,0.3333333333333333,0.09999999999999999,0.0,0.0,0.6666666666666666,55.56666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,7.666666666666667,0.6666666666666666,0.0,0.0,2.0,1.0,0.1,46.2,0,0,Fulham,West Ham,2021-02-06 17:30:00Z
