Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,PassAttemptedLong,Cmp%,PassAtt,Thr,Launch%,AvgLen,GoalKickAtt,GKLaunch%,GKAvgLen,Opp,Stp,Stp%,#OPA,AvgDist
2021-11-20,Alisson,Matchweek 12,Home,W 4–0,Liverpool,Arsenal,Y,GK,90,3,0,3,100,1,0.8,0,0,0,0,3,6,50,68,2,7.4,22.8,3,33.3,35,5,0,0,2,27.3
2021-11-27,Alisson,Matchweek 13,Home,W 4–0,Liverpool,Southampton,Y,GK,90,3,0,3,100,1,1.4,0,0,0,0,4,7,57.1,44,10,15.9,27.8,3,0,14,7,0,0,2,14.6
2021-12-01,Alisson,Matchweek 14,Away,W 4–1,Liverpool,Everton,Y,GK,90,1,1,0,0,0,0,0,0,0,0,1,5,20,35,5,11.4,25.7,6,16.7,30.5,6,1,16.7,0,15.3
2021-12-04,Alisson,Matchweek 15,Away,W 1–0,Liverpool,Wolves,Y,GK,90,1,0,1,100,1,0.5,0,0,0,0,2,5,40,22,7,18.2,26.9,2,50,36,4,1,25,3,19.8
2021-12-11,Alisson,Matchweek 16,Home,W 1–0,Liverpool,Aston Villa,Y,GK,90,0,0,0,0,1,0,0,0,0,0,2,7,28.6,21,1,28.6,31.6,3,33.3,20.7,7,0,0,2,17.3
2021-12-16,Alisson,Matchweek 17,Home,W 3–1,Liverpool,Newcastle Utd,Y,GK,90,2,1,1,50,0,0.6,0,0,0,0,4,8,50,28,4,25,33.2,4,25,36.3,5,1,20,1,22
2021-12-19,Alisson,Matchweek 18,Away,D 2–2,Liverpool,Tottenham,Y,GK,90,5,2,3,60,0,3,0,0,0,0,5,12,41.7,35,8,28.6,32.3,4,50,40.8,4,1,25,2,15.6
2022-02-23,Alisson,Matchweek 19,Home,W 6–0,Liverpool,Leeds United,Y,GK,90,2,0,2,100,1,0,0,0,0,0,4,9,44.4,59,7,15.3,28.2,2,0,12.5,6,0,0,2,17.8
2021-12-28,Alisson,Matchweek 20,Away,L 0–1,Liverpool,Leicester City,Y,GK,90,1,1,0,0,0,0.2,0,0,0,0,6,7,85.7,18,4,27.8,32.3,2,100,63.5,4,0,0,1,20
2022-01-16,Alisson,Matchweek 22,Home,W 3–0,Liverpool,Brentford,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,3,12,25,41,4,29.3,33.9,4,0,17.5,3,1,33.3,2,23
2022-01-23,Alisson,Matchweek 23,Away,W 3–1,Liverpool,Crystal Palace,Y,GK,90,5,1,4,80,0,3,0,0,0,0,3,16,18.8,32,2,40.6,40.5,5,60,45.4,5,0,0,0,13
2022-02-10,Alisson,Matchweek 24,Home,W 2–0,Liverpool,Leicester City,Y,GK,90,1,0,1,100,1,0,0,0,0,0,2,2,100,15,3,6.7,23.1,3,33.3,38.3,4,1,25,2,20.3
2022-02-13,Alisson,Matchweek 25,Away,W 1–0,Liverpool,Burnley,Y,GK,90,5,0,5,100,1,0.7,0,0,0,0,6,9,66.7,48,8,16.7,28.8,4,25,31.3,6,0,0,4,24.3
2022-02-19,Alisson,Matchweek 26,Home,W 3–1,Liverpool,Norwich City,Y,GK,90,1,1,0,0,0,0.2,0,0,0,0,4,7,57.1,30,5,16.7,29.6,5,40,42.2,5,1,20,1,14.2
2022-03-16,Alisson,Matchweek 27,Away,W 2–0,Liverpool,Arsenal,Y,GK,90,2,0,2,100,1,0.4,0,0,0,0,6,8,75,29,7,20.7,29.4,5,40,33.8,7,0,0,2,19
2022-03-05,Alisson,Matchweek 28,Home,W 1–0,Liverpool,West Ham,Y,GK,90,4,0,4,100,1,0.5,0,0,0,0,5,9,55.6,35,6,14.3,25.8,8,50,45.8,7,1,14.3,0,15.7
2022-03-12,Alisson,Matchweek 29,Away,W 2–0,Liverpool,Brighton,Y,GK,90,3,0,3,100,1,0.8,0,0,0,0,9,18,50,29,6,37.9,37,10,70,51.3,3,0,0,1,23.2
2022-04-02,Alisson,Matchweek 31,Home,W 2–0,Liverpool,Watford,Y,GK,90,2,0,2,100,1,0.3,0,0,0,0,6,9,66.7,32,9,28.1,28.8,2,0,27.5,4,0,0,1,15
2022-04-10,Alisson,Matchweek 32,Away,D 2–2,Liverpool,Manchester City,Y,GK,90,4,2,2,50,0,2.1,0,0,0,0,8,20,40,42,5,26.2,31.1,10,90,59.1,10,0,0,3,19.3
2021-09-18,Asmir Begović,Matchweek 5,Away,L 0–3,Everton,Aston Villa,Y,GK,90,3,3,1,0,0,0.9,0,0,0,0,5,16,31.3,11,2,72.7,50.5,12,66.7,49.6,5,1,20,0,15
2022-03-17,Asmir Begović,Matchweek 20,Home,W 1–0,Everton,Newcastle Utd,Y,GK,90,6,0,6,100,1,1.3,0,0,0,0,8,31,25.8,21,1,95.2,60.9,11,100,68.3,7,0,0,0,14.5
2021-08-14,David de Gea,Matchweek 1,Home,W 5–1,Manchester Utd,Leeds United,Y,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,9,13,69.2,23,3,17.4,23.4,12,75,45.4,10,0,0,0,12
2021-08-22,David de Gea,Matchweek 2,Away,D 1–1,Manchester Utd,Southampton,Y,GK,90,3,1,3,66.7,0,0.2,0,0,0,0,0,1,0,13,3,7.7,24.8,5,0,14.4,3,0,0,0,4.5
2021-08-29,David de Gea,Matchweek 3,Away,W 1–0,Manchester Utd,Wolves,Y,GK,90,5,0,5,100,1,1.1,0,0,0,0,4,7,57.1,12,3,33.3,35.3,8,37.5,35.6,11,1,9.1,1,28
2021-09-11,David de Gea,Matchweek 4,Home,W 4–1,Manchester Utd,Newcastle Utd,Y,GK,90,4,1,3,75,0,1.5,0,0,0,0,2,2,100,6,1,16.7,28.3,7,14.3,24.9,3,0,0,0,10
2021-09-19,David de Gea,Matchweek 5,Away,W 2–1,Manchester Utd,West Ham,Y,GK,90,3,1,2,66.7,0,1.4,1,0,1,0,2,2,100,15,6,13.3,28.3,7,0,24.6,10,1,10,0,8.8
2021-09-25,David de Gea,Matchweek 6,Home,L 0–1,Manchester Utd,Aston Villa,Y,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,3,5,60,18,2,27.8,33.9,5,0,24,15,1,6.7,0,13.5
2021-10-02,David de Gea,Matchweek 7,Home,D 1–1,Manchester Utd,Everton,Y,GK,90,2,1,1,50,0,0.8,0,0,0,0,2,3,66.7,12,2,8.3,28.3,7,28.6,33.9,8,0,0,0,14.8
2021-10-16,David de Gea,Matchweek 8,Away,L 2–4,Manchester Utd,Leicester City,Y,GK,90,11,4,6,63.6,0,4.5,0,0,0,0,5,15,33.3,20,6,40,34.1,12,58.3,45.9,3,0,0,0,17.3
2021-10-24,David de Gea,Matchweek 9,Home,L 0–5,Manchester Utd,Liverpool,Y,GK,90,8,5,3,37.5,0,4.5,0,0,0,0,3,6,50,13,3,23.1,31.8,8,37.5,34,4,1,25,1,12
2021-10-30,David de Gea,Matchweek 10,Away,W 3–0,Manchester Utd,Tottenham,Y,GK,90,0,0,0,0,1,0,0,0,0,0,4,11,36.4,20,2,35,34,6,66.7,49,8,0,0,0,16
2021-11-06,David de Gea,Matchweek 11,Home,L 0–2,Manchester Utd,Manchester City,Y,GK,90,5,2,4,60,0,2.2,0,0,0,0,3,14,21.4,9,2,55.6,42.6,11,81.8,54,8,0,0,0,13
2021-11-20,David de Gea,Matchweek 12,Away,L 1–4,Manchester Utd,Watford,Y,GK,90,7,4,3,42.9,0,3.5,2,0,2,0,2,11,18.2,16,2,31.3,33.7,11,54.5,48,8,0,0,0,12.5
2021-11-28,David de Gea,Matchweek 13,Away,D 1–1,Manchester Utd,Chelsea,Y,GK,90,5,1,4,100,0,2.4,1,1,0,0,4,17,23.5,14,2,57.1,42.1,14,64.3,50.6,12,0,0,1,23
2021-12-02,David de Gea,Matchweek 14,Home,W 3–2,Manchester Utd,Arsenal,Y,GK,90,7,2,5,71.4,0,2.8,0,0,0,0,4,10,40,14,2,42.9,40.8,7,57.1,45.1,8,0,0,0,14
2021-12-05,David de Gea,Matchweek 15,Home,W 1–0,Manchester Utd,Crystal Palace,Y,GK,90,2,0,2,100,1,0.8,0,0,0,0,5,6,83.3,15,4,33.3,33.2,4,25,36.3,5,1,20,0,9
2021-12-11,David de Gea,Matchweek 16,Away,W 1–0,Manchester Utd,Norwich City,Y,GK,90,5,0,5,100,1,2,0,0,0,0,5,9,55.6,18,7,33.3,30.3,6,50,41,11,1,9.1,0,15.3
2022-01-19,David de Gea,Matchweek 17,Away,W 3–1,Manchester Utd,Brentford,Y,GK,90,9,1,8,88.9,0,3,0,0,0,0,8,22,36.4,22,4,81.8,49.9,4,100,54.8,13,0,0,0,11.8
2022-02-15,David de Gea,Matchweek 18,Home,W 2–0,Manchester Utd,Brighton,Y,GK,90,3,0,3,100,1,0.5,0,0,0,0,1,8,12.5,18,3,27.8,32.9,10,30,33.7,12,0,0,1,15.5
2021-12-27,David de Gea,Matchweek 19,Away,D 1–1,Manchester Utd,Newcastle Utd,Y,GK,90,8,1,7,87.5,0,1.9,0,0,0,0,2,8,25,12,3,16.7,26.8,7,85.7,58.7,7,1,14.3,0,0
2021-12-30,David de Gea,Matchweek 20,Home,W 3–1,Manchester Utd,Burnley,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,6,26,23.1,21,3,85.7,54.5,8,100,71.3,11,0,0,0,16.6
2022-01-03,David de Gea,Matchweek 21,Home,L 0–1,Manchester Utd,Wolves,Y,GK,90,6,1,5,83.3,0,1.2,0,0,0,0,9,16,56.3,19,5,47.4,42.4,12,58.3,48.4,10,0,0,1,14
2022-01-15,David de Gea,Matchweek 22,Away,D 2–2,Manchester Utd,Aston Villa,Y,GK,90,9,2,7,77.8,0,2.9,0,0,0,0,4,15,26.7,20,4,55,45.1,7,57.1,41.6,12,0,0,0,11.2
2022-01-22,David de Gea,Matchweek 23,Home,W 1–0,Manchester Utd,West Ham,Y,GK,90,1,0,1,100,1,0,0,0,0,0,1,6,16.7,17,3,23.5,30.6,7,28.6,34.4,6,0,0,0,12.5
2022-02-08,David de Gea,Matchweek 24,Away,D 1–1,Manchester Utd,Burnley,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,5,13,38.5,16,4,50,44.1,6,83.3,59.3,6,0,0,0,13
2022-02-12,David de Gea,Matchweek 25,Home,D 1–1,Manchester Utd,Southampton,Y,GK,90,4,1,3,75,0,0.6,0,0,0,0,2,6,33.3,19,2,21.1,33.8,9,22.2,25.6,3,0,0,1,15.5
2022-02-20,David de Gea,Matchweek 26,Away,W 4–2,Manchester Utd,Leeds United,Y,GK,90,6,2,4,66.7,0,1.5,0,0,0,0,2,13,15.4,18,4,44.4,35.3,7,71.4,53.1,5,0,0,0,14.3
2022-02-26,David de Gea,Matchweek 27,Home,D 0–0,Manchester Utd,Watford,Y,GK,90,2,0,2,100,1,0.6,0,0,0,0,1,3,33.3,9,1,11.1,32.7,5,40,45.8,1,0,0,0,0
2022-03-06,David de Gea,Matchweek 28,Away,L 1–4,Manchester Utd,Manchester City,Y,GK,90,10,4,6,60,0,3.3,0,0,0,0,6,12,50,16,2,37.5,28.9,11,54.5,36.7,6,0,0,0,15
2022-03-12,David de Gea,Matchweek 29,Home,W 3–2,Manchester Utd,Tottenham,Y,GK,90,1,2,1,0,0,0.9,1,1,0,0,6,19,31.6,14,3,78.6,46.4,10,80,54.2,12,0,0,0,12
2022-04-02,David de Gea,Matchweek 31,Home,D 1–1,Manchester Utd,Leicester City,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,3,10,30,21,1,33.3,34,10,30,31.8,5,0,0,0,13
2022-04-09,David de Gea,Matchweek 32,Away,L 0–1,Manchester Utd,Everton,Y,GK,90,3,1,2,66.7,0,1,0,0,0,0,4,7,57.1,22,7,27.3,27.7,7,14.3,21.3,4,0,0,0,14.5
2021-08-15,Hugo Lloris,Matchweek 1,Home,W 1–0,Tottenham,Manchester City,Y*,GK,90,4,0,4,100,1,0.3,0,0,0,0,13,23,56.5,17,1,88.2,51.9,10,80,54.7,11,0,0,0,14.5
2021-08-22,Hugo Lloris,Matchweek 2,Away,W 1–0,Tottenham,Wolves,Y*,GK,90,6,0,6,100,1,1.1,0,0,0,0,8,18,44.4,13,7,46.2,39.7,16,75,56,18,0,0,0,13.5
2021-08-29,Hugo Lloris,Matchweek 3,Home,W 1–0,Tottenham,Watford,Y*,GK,90,1,0,1,100,1,0,0,0,0,0,3,8,37.5,12,2,58.3,42.1,4,25,29,7,0,0,1,10.7
2021-09-11,Hugo Lloris,Matchweek 4,Away,L 0–3,Tottenham,Crystal Palace,Y*,GK,90,3,3,1,33.3,0,2.6,1,1,0,0,8,24,33.3,19,1,78.9,55.5,13,69.2,47.7,15,0,0,0,7.2
2021-09-19,Hugo Lloris,Matchweek 5,Home,L 0–3,Tottenham,Chelsea,Y*,GK,90,9,3,6,66.7,0,3.3,0,0,0,0,3,10,30,20,2,45,38,6,16.7,22.2,9,0,0,0,6
2021-09-26,Hugo Lloris,Matchweek 6,Away,L 1–3,Tottenham,Arsenal,Y*,GK,90,7,3,4,57.1,0,2.6,0,0,0,0,9,15,60,21,2,57.1,38.7,7,42.9,34.7,3,0,0,0,16.5
2021-10-03,Hugo Lloris,Matchweek 7,Home,W 2–1,Tottenham,Aston Villa,Y*,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,7,16,43.8,18,4,55.6,47.1,10,60,42.7,15,0,0,2,14.3
2021-10-17,Hugo Lloris,Matchweek 8,Away,W 3–2,Tottenham,Newcastle Utd,Y*,GK,90,1,2,0,-100,0,0.7,0,0,0,0,4,8,50,18,7,11.1,23.8,11,54.5,39,7,2,28.6,0,16.8
2021-10-24,Hugo Lloris,Matchweek 9,Away,L 0–1,Tottenham,West Ham,Y*,GK,90,4,1,3,75,0,1.5,0,0,0,0,5,13,38.5,15,3,46.7,38.3,7,85.7,52.1,10,1,10,0,18.2
2021-10-30,Hugo Lloris,Matchweek 10,Home,L 0–3,Tottenham,Manchester Utd,Y*,GK,90,4,3,1,25,0,2.1,0,0,0,0,1,5,20,19,2,26.3,27.2,4,0,26.8,4,0,0,1,21.7
2021-11-07,Hugo Lloris,Matchweek 11,Away,D 0–0,Tottenham,Everton,Y*,GK,90,2,0,2,100,1,0.1,0,0,0,0,4,6,66.7,21,6,19,26.9,9,22.2,28.9,5,0,0,1,14.8
2021-11-21,Hugo Lloris,Matchweek 12,Home,W 2–1,Tottenham,Leeds United,Y*,GK,90,7,1,6,85.7,0,1,0,0,0,0,4,8,50,18,4,33.3,32.4,7,28.6,19.7,6,0,0,0,12.8
2022-02-23,Hugo Lloris,Matchweek 13,Away,L 0–1,Tottenham,Burnley,Y*,GK,90,4,1,3,75,0,0.8,0,0,0,0,2,6,33.3,28,9,21.4,28.1,6,0,23.5,14,0,0,0,12.6
2021-12-02,Hugo Lloris,Matchweek 14,Home,W 2–0,Tottenham,Brentford,Y*,GK,90,2,0,2,100,1,0.3,0,0,0,0,4,11,36.4,20,4,45,38.4,5,40,39,15,2,13.3,1,13.7
2021-12-05,Hugo Lloris,Matchweek 15,Home,W 3–0,Tottenham,Norwich City,Y*,GK,90,1,0,1,100,1,0.3,0,0,0,0,5,7,71.4,19,3,21.1,31.8,9,33.3,27,11,1,9.1,3,18.9
2022-03-16,Hugo Lloris,Matchweek 16,Away,W 2–0,Tottenham,Brighton,Y*,GK,90,0,0,0,0,1,0,0,0,0,0,2,4,50,22,5,18.2,26.9,4,0,16.3,11,1,9.1,0,14
2022-01-19,Hugo Lloris,Matchweek 17,Away,W 3–2,Tottenham,Leicester City,Y*,GK,90,4,2,2,50,0,1.7,0,0,0,0,2,3,66.7,10,1,30,32,5,0,17.4,6,0,0,0,11
2021-12-19,Hugo Lloris,Matchweek 18,Home,D 2–2,Tottenham,Liverpool,Y*,GK,90,6,2,4,66.7,0,2.7,0,0,0,0,7,13,53.8,18,4,44.4,36.4,10,50,40.8,11,1,9.1,2,15.6
2021-12-26,Hugo Lloris,Matchweek 19,Home,W 3–0,Tottenham,Crystal Palace,Y*,GK,90,0,0,0,0,1,0,0,0,0,0,3,6,50,7,1,57.1,39.1,5,40,32.4,5,1,20,0,0
2021-12-28,Hugo Lloris,Matchweek 20,Away,D 1–1,Tottenham,Southampton,Y*,GK,90,2,1,1,50,0,0.7,0,0,0,0,5,8,62.5,19,3,42.1,37.8,1,0,8,5,0,0,0,13.5
2022-01-01,Hugo Lloris,Matchweek 21,Away,W 1–0,Tottenham,Watford,Y*,GK,90,4,0,4,100,1,0.4,0,0,0,0,2,2,100,15,5,13.3,24.8,5,0,19,3,0,0,2,20.8
2022-01-23,Hugo Lloris,Matchweek 23,Away,L 0–2,Tottenham,Chelsea,Y*,GK,90,7,2,5,71.4,0,1.7,0,0,0,0,9,13,69.2,15,3,46.7,32.4,8,75,43,17,1,5.9,1,18
2022-02-09,Hugo Lloris,Matchweek 24,Home,L 2–3,Tottenham,Southampton,Y*,GK,90,9,3,6,66.7,0,3.2,0,0,0,0,6,12,50,14,2,57.1,46.1,7,57.1,40.1,12,1,8.3,1,14.2
2022-02-13,Hugo Lloris,Matchweek 25,Home,L 0–2,Tottenham,Wolves,Y*,GK,90,7,2,5,71.4,0,1.9,0,0,0,0,1,2,50,13,2,15.4,25.6,1,0,26,2,1,50,2,30.3
2022-02-19,Hugo Lloris,Matchweek 26,Away,W 3–2,Tottenham,Manchester City,Y*,GK,90,3,2,2,66.7,0,2.3,1,1,0,0,7,14,50,22,10,40.9,34.2,14,35.7,28.2,24,2,8.3,0,7.7
2022-02-26,Hugo Lloris,Matchweek 27,Away,W 4–0,Tottenham,Leeds United,Y*,GK,90,2,0,2,100,1,0.5,0,0,0,0,3,5,60,18,7,11.1,26,12,25,28.2,12,1,8.3,3,25
2022-03-07,Hugo Lloris,Matchweek 28,Home,W 5–0,Tottenham,Everton,Y*,GK,90,0,0,0,0,1,0,0,0,0,0,2,4,50,20,4,20,28.3,5,0,15.4,5,2,40,0,10
2022-03-12,Hugo Lloris,Matchweek 29,Away,L 2–3,Tottenham,Manchester Utd,Y*,GK,90,6,3,3,50,0,1.7,0,0,0,0,0,4,0,20,4,20,26.9,4,0,17.5,1,0,0,0,12.2
2022-03-20,Hugo Lloris,Matchweek 30,Home,W 3–1,Tottenham,West Ham,Y*,GK,90,1,1,0,0,0,0.4,0,0,0,0,2,6,33.3,14,3,28.6,29.2,5,40,30.6,7,0,0,0,10.3
2022-04-03,Hugo Lloris,Matchweek 31,Home,W 5–1,Tottenham,Newcastle Utd,Y*,GK,90,1,1,0,0,0,0.4,0,0,0,0,3,7,42.9,16,3,43.8,34.4,5,0,10.2,9,0,0,0,8
2022-04-09,Hugo Lloris,Matchweek 32,Away,W 4–0,Tottenham,Aston Villa,Y*,GK,90,8,0,8,100,1,0.6,0,0,0,0,2,5,40,18,7,27.8,32,9,0,18.3,11,2,18.2,1,10.8
2021-08-14,José Sá,Matchweek 1,Away,L 0–1,Wolves,Leicester City,Y,GK,90,5,1,4,80,0,1.5,0,0,0,0,2,6,33.3,17,5,29.4,34.9,3,33.3,34.7,3,0,0,1,12
2021-08-22,José Sá,Matchweek 2,Home,L 0–1,Wolves,Tottenham,Y,GK,90,5,1,5,100,0,1.9,1,1,0,0,2,3,66.7,14,4,14.3,28,4,25,25.8,2,0,0,1,17.7
2021-08-29,José Sá,Matchweek 3,Home,L 0–1,Wolves,Manchester Utd,Y,GK,90,3,1,2,66.7,0,0.3,0,0,0,0,4,8,50,17,6,35.3,35.8,4,50,45,7,2,28.6,1,19
2021-09-11,José Sá,Matchweek 4,Away,W 2–0,Wolves,Watford,Y,GK,90,2,0,2,100,1,0.4,0,0,0,0,3,5,60,10,4,50,40.9,6,0,21.7,6,1,16.7,1,12.7
2021-09-18,José Sá,Matchweek 5,Home,L 0–2,Wolves,Brentford,Y,GK,90,2,2,1,50,0,2.3,1,1,0,0,6,14,42.9,23,3,43.5,41.6,9,44.4,38,4,1,25,4,37.7
2021-09-26,José Sá,Matchweek 6,Away,W 1–0,Wolves,Southampton,Y,GK,90,6,0,6,100,1,0.4,0,0,0,0,12,24,50,30,7,63.3,52.7,6,83.3,60.3,12,1,8.3,0,12.5
2021-10-02,José Sá,Matchweek 7,Home,W 2–1,Wolves,Newcastle Utd,Y,GK,90,2,1,1,50,0,0.7,0,0,0,0,6,15,40,18,4,61.1,43.7,4,100,67.5,10,0,0,0,12.1
2021-10-16,José Sá,Matchweek 8,Away,W 3–2,Wolves,Aston Villa,Y,GK,90,5,2,3,60,0,1.7,0,0,0,0,2,14,14.3,21,9,33.3,37.1,13,53.8,45.5,12,1,8.3,1,15.3
2021-10-23,José Sá,Matchweek 9,Away,D 1–1,Wolves,Leeds United,Y,GK,90,3,1,3,100,0,1,1,1,0,0,5,18,27.8,18,8,50,48.6,13,69.2,50.9,10,0,0,1,12.3
2021-11-01,José Sá,Matchweek 10,Home,W 2–1,Wolves,Everton,Y,GK,90,5,1,4,80,0,1.4,0,0,0,0,3,14,21.4,30,9,40,41.2,5,40,37.8,7,1,14.3,0,11.8
2021-11-06,José Sá,Matchweek 11,Away,L 0–2,Wolves,Crystal Palace,Y,GK,90,6,2,4,66.7,0,1.9,0,0,0,0,4,14,28.6,19,7,42.1,39.5,7,85.7,68.7,7,0,0,0,13.2
2021-11-20,José Sá,Matchweek 12,Home,W 1–0,Wolves,West Ham,Y,GK,90,2,0,2,100,1,0.3,0,0,0,0,5,11,45.5,20,7,30,38.3,7,71.4,52.6,10,2,20,0,15.6
2021-11-27,José Sá,Matchweek 13,Away,D 0–0,Wolves,Norwich City,Y,GK,90,4,0,4,100,1,1.2,0,0,0,0,3,11,27.3,23,7,34.8,34,8,37.5,36,12,1,8.3,2,13.4
2021-12-01,José Sá,Matchweek 14,Home,D 0–0,Wolves,Burnley,Y,GK,90,1,0,1,100,1,0.3,0,0,0,0,5,16,31.3,22,1,63.6,45.3,5,40,36.8,15,2,13.3,1,18
2021-12-04,José Sá,Matchweek 15,Home,L 0–1,Wolves,Liverpool,Y,GK,90,4,1,3,75,0,2.6,0,0,0,0,4,21,19,26,5,61.5,50.7,8,62.5,52.6,15,1,6.7,2,14.7
2021-12-11,José Sá,Matchweek 16,Away,L 0–1,Wolves,Manchester City,Y,GK,90,8,1,8,100,0,2.1,1,1,0,0,3,18,16.7,24,7,58.3,43.3,12,33.3,33.8,10,0,0,0,6.3
2021-12-15,José Sá,Matchweek 17,Away,W 1–0,Wolves,Brighton,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,2,12,16.7,19,3,42.1,38.8,7,57.1,38.6,9,0,0,0,11.5
2021-12-19,José Sá,Matchweek 18,Home,D 0–0,Wolves,Chelsea,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,5,17,29.4,28,5,50,40.3,7,42.9,41.9,12,3,25,0,13.3
2022-03-10,José Sá,Matchweek 19,Home,W 4–0,Wolves,Watford,Y,GK,90,0,0,0,0,1,0,0,0,0,0,1,2,50,24,1,8.3,21.2,6,0,13.8,6,1,16.7,0,13
2022-02-24,José Sá,Matchweek 20,Away,L 1–2,Wolves,Arsenal,Y,GK,90,5,2,4,60,0,1.9,0,0,0,0,4,19,21.1,24,8,41.7,43.5,14,64.3,47,8,0,0,0,14
2022-01-03,José Sá,Matchweek 21,Away,W 1–0,Wolves,Manchester Utd,Y,GK,90,2,0,2,100,1,0.4,0,0,0,0,5,10,50,20,9,40,36.1,4,50,40.5,13,2,15.4,2,14.4
2022-01-15,José Sá,Matchweek 22,Home,W 3–1,Wolves,Southampton,Y,GK,90,10,1,9,90,0,1.1,0,0,0,0,6,18,33.3,23,7,60.9,46,5,80,59.6,10,3,30,2,17
2022-01-22,José Sá,Matchweek 23,Away,W 2–1,Wolves,Brentford,Y,GK,90,1,1,0,0,0,0.5,0,0,0,0,3,16,18.8,21,6,57.1,45.2,6,66.7,51.2,8,0,0,1,14.6
2022-02-10,José Sá,Matchweek 24,Home,L 0–1,Wolves,Arsenal,Y,GK,90,2,1,1,50,0,1,0,0,0,0,3,7,42.9,19,2,31.6,34.7,4,25,35.3,6,0,0,3,24
2022-02-13,José Sá,Matchweek 25,Away,W 2–0,Wolves,Tottenham,Y,GK,90,7,0,7,100,1,1.1,0,0,0,0,6,22,27.3,25,2,68,46.5,7,71.4,53.1,9,0,0,3,14.2
2022-02-20,José Sá,Matchweek 26,Home,W 2–1,Wolves,Leicester City,Y,GK,90,7,1,6,85.7,0,1.8,0,0,0,0,5,10,50,20,8,30,37,8,50,34.5,18,3,16.7,0,8.3
2022-02-27,José Sá,Matchweek 27,Away,L 0–1,Wolves,West Ham,Y,GK,90,4,1,3,75,0,1.4,0,0,0,0,4,15,26.7,32,3,37.5,35.1,12,25,29.2,10,0,0,1,15.8
2022-03-05,José Sá,Matchweek 28,Home,L 0–2,Wolves,Crystal Palace,Y,GK,90,7,2,6,85.7,0,3,1,1,0,0,4,7,57.1,25,4,28,31.9,3,0,12.7,10,1,10,2,32.3
2022-03-13,José Sá,Matchweek 29,Away,W 1–0,Wolves,Everton,Y,GK,90,2,0,2,100,1,0.3,0,0,0,0,10,16,62.5,26,6,42.3,36.7,7,71.4,52.6,7,1,14.3,4,20.4
2022-03-18,José Sá,Matchweek 30,Home,L 2–3,Wolves,Leeds United,Y,GK,90,5,3,2,40,0,2.2,0,0,0,0,3,15,20,28,3,35.7,34,8,62.5,51.5,6,1,16.7,2,19.6
2022-04-02,José Sá,Matchweek 31,Home,W 2–1,Wolves,Aston Villa,Y,GK,90,4,1,4,100,0,1.6,1,1,0,0,4,9,44.4,25,4,28,38.2,6,33.3,32,8,2,25,0,13.3
2022-04-08,José Sá,Matchweek 32,Away,L 0–1,Wolves,Newcastle Utd,Y,GK,90,3,1,3,100,0,1,1,1,0,0,4,13,30.8,21,5,42.9,39.9,8,50,42.6,8,1,12.5,1,15.9
2021-08-15,Łukasz Fabiański,Matchweek 1,Away,W 4–2,West Ham,Newcastle Utd,Y,GK,90,3,2,1,33.3,0,1.5,0,0,0,0,8,20,40,20,2,65,46.7,11,63.6,49.8,17,1,5.9,0,9
2021-08-23,Łukasz Fabiański,Matchweek 2,Home,W 4–1,West Ham,Leicester City,Y,GK,90,1,1,0,0,0,0.4,0,0,0,0,9,11,81.8,15,6,53.3,39.9,3,100,51.3,1,0,0,0,14.6
2021-08-28,Łukasz Fabiański,Matchweek 3,Home,D 2–2,West Ham,Crystal Palace,Y,GK,90,2,2,0,0,0,1.1,0,0,0,0,2,9,22.2,10,1,50,46.6,6,66.7,43.8,6,1,16.7,0,13
2021-09-11,Łukasz Fabiański,Matchweek 4,Away,D 0–0,West Ham,Southampton,Y,GK,90,2,0,2,100,1,0.4,0,0,0,0,5,8,62.5,18,4,33.3,32.7,7,28.6,44.1,6,0,0,1,12.5
2021-09-19,Łukasz Fabiański,Matchweek 5,Home,L 1–2,West Ham,Manchester Utd,Y,GK,90,10,2,7,80,0,2.7,0,0,0,0,4,13,30.8,15,4,60,47.7,10,40,35.2,14,1,7.1,0,5
2021-09-25,Łukasz Fabiański,Matchweek 6,Away,W 2–1,West Ham,Leeds United,Y,GK,90,5,1,4,80,0,1.4,0,0,0,0,5,12,41.7,23,7,30.4,34.5,6,83.3,55.8,7,0,0,0,12.7
2021-10-03,Łukasz Fabiański,Matchweek 7,Home,L 1–2,West Ham,Brentford,Y,GK,90,6,2,4,66.7,0,1.4,0,0,0,0,6,17,35.3,16,4,68.8,50.6,6,100,72.7,5,1,20,0,20
2021-10-17,Łukasz Fabiański,Matchweek 8,Away,W 1–0,West Ham,Everton,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,6,13,46.2,15,4,20,35.4,13,76.9,62.5,16,0,0,0,4
