Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,PassAttemptedLong,Cmp%,PassAtt,Thr,Launch%,AvgLen,GoalKickAtt,GKLaunch%,GKAvgLen,Opp,Stp,Stp%,#OPA,AvgDist
2021-08-15,Freddie Woodman,Matchweek 1,Home,L 2–4,Newcastle Utd,West Ham,Y,GK,90,7,4,3,42.9,0,3.1,1,0,1,0,4,9,44.4,17,4,23.5,27.9,10,50,43.5,5,0,0,0,9.7
2021-08-21,Freddie Woodman,Matchweek 2,Away,L 0–2,Newcastle Utd,Aston Villa,Y,GK,90,1,2,0,0,0,1.4,1,1,0,0,0,15,0,19,3,42.1,35.1,11,63.6,51.7,7,0,0,0,17.4
2021-08-28,Freddie Woodman,Matchweek 3,Home,D 2–2,Newcastle Utd,Southampton,Y,GK,90,5,2,4,80,0,2,1,1,0,0,6,19,31.6,14,4,57.1,48.4,13,84.6,64.5,12,1,8.3,0,5.7
2021-09-11,Freddie Woodman,Matchweek 4,Away,L 1–4,Newcastle Utd,Manchester Utd,Y,GK,90,6,4,2,33.3,0,2.2,0,0,0,0,12,28,42.9,30,0,76.7,54.8,9,55.6,43.8,9,1,11.1,0,10.6
2021-08-14,Daniel Bachmann,Matchweek 1,Home,W 3–2,Watford,Aston Villa,Y,GK,90,1,2,0,0,0,1.8,1,1,0,0,7,18,38.9,24,5,50,41.6,8,75,55.3,13,1,7.7,0,11.2
2021-08-21,Daniel Bachmann,Matchweek 2,Away,L 0–2,Watford,Brighton,Y,GK,90,3,2,1,33.3,0,1.1,0,0,0,0,1,5,20,18,3,27.8,29.7,8,0,27.3,8,1,12.5,0,13.5
2021-08-29,Daniel Bachmann,Matchweek 3,Away,L 0–1,Watford,Tottenham,Y,GK,90,8,1,7,87.5,0,1.2,0,0,0,0,5,14,35.7,29,10,34.5,37.6,9,44.4,36.3,11,0,0,0,11.7
2021-09-11,Daniel Bachmann,Matchweek 4,Home,L 0–2,Watford,Wolves,Y,GK,90,5,2,4,60,0,1.7,0,0,0,0,6,8,75,24,9,25,31,10,20,28,6,0,0,1,13
2021-11-28,Daniel Bachmann,Matchweek 13,Away,L 2–4,Watford,Leicester City,Y,GK,90,8,4,4,50,0,2.8,0,0,0,0,5,24,20.8,21,2,85.7,58.5,6,100,64.5,4,0,0,1,16.5
2021-12-01,Daniel Bachmann,Matchweek 14,Home,L 1–2,Watford,Chelsea,Y,GK,90,4,2,2,50,0,2.1,0,0,0,0,11,26,42.3,27,2,88.9,59.2,2,100,59.5,6,0,0,1,16
2021-12-04,Daniel Bachmann,Matchweek 15,Home,L 1–3,Watford,Manchester City,Y,GK,90,12,3,8,75,0,3.4,0,0,0,0,14,32,43.8,26,2,84.6,57.3,10,100,63.4,6,0,0,2,14.9
2021-12-10,Daniel Bachmann,Matchweek 16,Away,L 1–2,Watford,Brentford,Y,GK,90,4,2,3,75,0,2.1,1,1,0,0,6,21,28.6,13,0,100,67.6,8,100,68,11,0,0,2,15.1
2021-12-28,Daniel Bachmann,Matchweek 20,Home,L 1–4,Watford,West Ham,Y,GK,90,5,4,2,40,0,2.5,1,1,0,0,9,18,50,19,1,68.4,55.4,5,100,65,12,0,0,0,11.2
2022-01-01,Daniel Bachmann,Matchweek 21,Home,L 0–1,Watford,Tottenham,Y,GK,90,9,1,8,88.9,0,1.5,0,0,0,0,13,29,44.8,31,4,64.5,47.5,9,100,65.6,21,1,4.8,0,10
2022-01-21,Daniel Bachmann,Matchweek 23,Home,L 0–3,Watford,Norwich City,Y,GK,90,2,3,0,-50,0,1.3,0,0,0,0,3,11,27.3,16,2,50,37.4,5,60,50.2,3,0,0,1,15.7
2021-08-13,Bernd Leno,Matchweek 1,Away,L 0–2,Arsenal,Brentford,Y,GK,90,3,2,1,33.3,0,0.9,0,0,0,0,3,9,33.3,26,3,19.2,28.8,8,50,36.5,6,0,0,0,5.5
2021-08-22,Bernd Leno,Matchweek 2,Home,L 0–2,Arsenal,Chelsea,Y,GK,90,5,2,2,60,0,1.3,0,0,0,0,0,7,0,15,5,33.3,33.3,7,28.6,30.7,8,2,25,1,16.4
2021-08-28,Bernd Leno,Matchweek 3,Away,L 0–5,Arsenal,Manchester City,Y,GK,90,10,5,5,50,0,4.9,0,0,0,0,8,23,34.8,20,3,65,48.3,11,90.9,61.9,16,0,0,0,12.8
2022-03-19,Bernd Leno,Matchweek 30,Away,W 1–0,Arsenal,Aston Villa,Y,GK,90,1,0,1,100,1,0.3,0,0,0,0,5,14,35.7,13,1,38.5,40.7,11,81.8,59.5,18,0,0,0,12
2021-08-14,Lewis Dunk,Matchweek 1,Away,W 2–1,Brighton,Burnley,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-21,Lewis Dunk,Matchweek 2,Home,W 2–0,Brighton,Watford,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-28,Lewis Dunk,Matchweek 3,Home,L 0–2,Brighton,Everton,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-11,Lewis Dunk,Matchweek 4,Away,W 1–0,Brighton,Brentford,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-19,Lewis Dunk,Matchweek 5,Home,W 2–1,Brighton,Leicester City,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-27,Lewis Dunk,Matchweek 6,Away,D 1–1,Brighton,Crystal Palace,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-02,Lewis Dunk,Matchweek 7,Home,D 0–0,Brighton,Arsenal,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16,Lewis Dunk,Matchweek 8,Away,D 0–0,Brighton,Norwich City,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-23,Lewis Dunk,Matchweek 9,Home,L 1–4,Brighton,Manchester City,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-30,Lewis Dunk,Matchweek 10,Away,D 2–2,Brighton,Liverpool,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-06,Lewis Dunk,Matchweek 11,Home,D 1–1,Brighton,Newcastle Utd,Y*,"CB,GK",90,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,1,100,74,1,0,0,0,0
2021-11-20,Lewis Dunk,Matchweek 12,Away,L 0–2,Brighton,Aston Villa,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,Lewis Dunk,Matchweek 13,Home,D 0–0,Brighton,Leeds United,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-01,Lewis Dunk,Matchweek 14,Away,D 1–1,Brighton,West Ham,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16,Lewis Dunk,Matchweek 16,Home,L 0–2,Brighton,Tottenham,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-15,Lewis Dunk,Matchweek 18,Away,L 0–2,Brighton,Manchester Utd,Y*,CB,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-12,Lewis Dunk,Matchweek 25,Away,W 2–0,Brighton,Watford,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-26,Lewis Dunk,Matchweek 27,Home,L 0–2,Brighton,Aston Villa,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05,Lewis Dunk,Matchweek 28,Away,L 1–2,Brighton,Newcastle Utd,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12,Lewis Dunk,Matchweek 29,Home,L 0–2,Brighton,Liverpool,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02,Lewis Dunk,Matchweek 31,Home,D 0–0,Brighton,Norwich City,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09,Lewis Dunk,Matchweek 32,Away,W 2–1,Brighton,Arsenal,Y*,CB,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,Jason Steele,Matchweek 12,Away,L 0–2,Brighton,Aston Villa,Y,GK,90,5,2,3,60,0,1.2,0,0,0,0,3,7,42.9,32,2,12.5,26.2,6,50,43.8,11,1,9.1,0,13
2021-09-19,Kepa Arrizabalaga,Matchweek 5,Away,W 3–0,Chelsea,Tottenham,Y,GK,90,2,0,2,100,1,0.3,0,0,0,0,6,8,75,26,6,30.8,30,4,0,9.3,8,1,12.5,1,18.8
2022-01-15,Kepa Arrizabalaga,Matchweek 22,Away,L 0–1,Chelsea,Manchester City,Y,GK,90,6,1,5,83.3,0,1.1,0,0,0,0,0,16,0,35,8,34.3,36.8,8,50,42.4,4,0,0,3,18.3
2022-01-23,Kepa Arrizabalaga,Matchweek 23,Home,W 2–0,Chelsea,Tottenham,Y,GK,90,3,0,3,100,1,1,0,0,0,0,3,7,42.9,25,8,20,28.4,4,50,42,3,0,0,0,12.3
2022-01-18,Kepa Arrizabalaga,Matchweek 24,Away,D 1–1,Chelsea,Brighton,Y,GK,90,2,1,1,50,0,0.9,0,0,0,0,7,8,87.5,32,6,25,26.6,5,0,18.2,16,0,0,1,14.2
2022-01-22,Alphonse Areola,Matchweek 23,Away,L 0–1,West Ham,Manchester Utd,Y,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,8,28,28.6,27,3,66.7,49.7,14,71.4,53.2,13,1,7.7,0,7
2021-08-14,Edouard Mendy,Matchweek 1,Home,W 3–0,Chelsea,Crystal Palace,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,1,3,33.3,16,2,18.8,24.6,4,0,13,3,0,0,0,21
2021-08-22,Edouard Mendy,Matchweek 2,Away,W 2–0,Chelsea,Arsenal,Y,GK,90,3,0,3,100,1,0,0,0,0,0,2,7,28.6,39,3,17.9,25.7,4,0,10,4,0,0,1,16.3
2021-08-28,Edouard Mendy,Matchweek 3,Away,D 1–1,Chelsea,Liverpool,Y,GK,90,6,1,6,100,0,1.1,1,1,0,0,9,21,42.9,26,4,46.2,38.8,14,64.3,49.7,21,2,9.5,2,14
2021-09-11,Edouard Mendy,Matchweek 4,Home,W 3–0,Chelsea,Aston Villa,Y,GK,90,6,0,6,100,1,0.8,0,0,0,0,4,9,44.4,27,7,22.2,26,9,33.3,30.7,14,1,7.1,0,13.3
2021-09-25,Edouard Mendy,Matchweek 6,Home,L 0–1,Chelsea,Manchester City,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,5,11,45.5,21,5,33.3,36.4,13,30.8,27.7,9,1,11.1,0,9.8
2021-10-02,Edouard Mendy,Matchweek 7,Home,W 3–1,Chelsea,Southampton,Y,GK,90,1,1,1,100,0,1.1,1,1,0,0,5,8,62.5,28,2,25,28.3,4,25,25.8,1,0,0,0,10
2021-10-16,Edouard Mendy,Matchweek 8,Away,W 1–0,Chelsea,Brentford,Y,GK,90,5,0,4,100,1,1.7,0,0,0,0,2,12,16.7,24,4,45.8,38,1,100,67,18,0,0,0,10.8
2021-10-23,Edouard Mendy,Matchweek 9,Home,W 7–0,Chelsea,Norwich City,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,2,4,50,19,2,15.8,25.1,6,16.7,16.5,2,1,50,0,15
2021-10-30,Edouard Mendy,Matchweek 10,Away,W 3–0,Chelsea,Newcastle Utd,Y,GK,90,1,0,1,100,1,0,0,0,0,0,0,0,0,11,2,0,21.3,2,0,12,6,0,0,0,6
2021-11-06,Edouard Mendy,Matchweek 11,Home,D 1–1,Chelsea,Burnley,Y,GK,90,2,1,1,50,0,1.2,0,0,0,0,2,4,50,22,2,18.2,26.2,6,0,15.8,5,1,20,1,33
2021-11-20,Edouard Mendy,Matchweek 12,Away,W 3–0,Chelsea,Leicester City,Y,GK,90,3,0,3,100,1,0.2,0,0,0,0,7,11,63.6,28,4,32.1,30.9,4,50,38,3,0,0,0,12
2021-11-28,Edouard Mendy,Matchweek 13,Home,D 1–1,Chelsea,Manchester Utd,Y,GK,90,2,1,1,50,0,1.5,0,0,0,0,2,5,40,23,5,21.7,26.8,2,0,17.5,3,0,0,0,13
2021-12-01,Edouard Mendy,Matchweek 14,Away,W 2–1,Chelsea,Watford,Y,GK,90,6,1,5,83.3,0,1.3,0,0,0,0,7,12,58.3,23,4,39.1,35.6,4,75,54.3,17,3,17.6,0,14.7
2021-12-04,Edouard Mendy,Matchweek 15,Away,L 2–3,Chelsea,West Ham,Y,GK,90,3,3,1,33.3,0,1.3,1,1,0,0,4,10,40,22,5,27.3,30.9,8,50,37,7,1,14.3,0,6.4
2021-12-11,Edouard Mendy,Matchweek 16,Home,W 3–2,Chelsea,Leeds United,Y,GK,90,4,2,3,75,0,1.1,1,1,0,0,4,6,66.7,30,7,20,29.2,2,0,10.5,5,0,0,1,12.2
2021-12-16,Edouard Mendy,Matchweek 17,Home,D 1–1,Chelsea,Everton,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,1,2,50,24,7,8.3,19.5,3,0,6.7,2,0,0,2,18.1
2021-12-19,Edouard Mendy,Matchweek 18,Away,D 0–0,Chelsea,Wolves,Y,GK,90,1,0,1,100,1,0.4,0,0,0,0,1,2,50,17,2,11.8,23.9,1,0,15,8,0,0,1,19.5
2021-12-26,Edouard Mendy,Matchweek 19,Away,W 3–1,Chelsea,Aston Villa,Y,GK,90,1,1,1,0,0,0,0,0,0,0,2,3,66.7,16,5,18.8,27.8,2,0,12.5,8,1,12.5,2,14.8
2021-12-29,Edouard Mendy,Matchweek 20,Home,D 1–1,Chelsea,Brighton,Y,GK,90,6,1,5,83.3,0,1.1,0,0,0,0,5,15,33.3,20,5,30,31.6,10,90,64.8,15,2,13.3,0,13.8
2022-01-02,Edouard Mendy,Matchweek 21,Home,D 2–2,Chelsea,Liverpool,Y,GK,90,5,2,3,60,0,1.2,0,0,0,0,3,10,30,17,3,58.8,43.3,2,0,8.5,7,1,14.3,4,22.8
2022-02-19,Edouard Mendy,Matchweek 26,Away,W 1–0,Chelsea,Crystal Palace,Y,GK,90,0,0,0,0,1,0,0,0,0,0,5,12,41.7,24,2,33.3,30.9,8,50,36,10,1,10,0,15.5
2022-03-05,Edouard Mendy,Matchweek 28,Away,W 4–0,Chelsea,Burnley,Y,GK,90,0,0,0,0,1,0,0,0,0,0,3,12,25,31,5,29,31,5,60,40.8,9,2,22.2,0,8
2022-03-13,Edouard Mendy,Matchweek 29,Home,W 1–0,Chelsea,Newcastle Utd,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,1,7,14.3,25,3,24,28.2,5,20,19.2,6,0,0,0,5.5
2022-03-10,Edouard Mendy,Matchweek 30,Away,W 3–1,Chelsea,Norwich City,Y,GK,90,2,1,2,100,0,1.8,1,1,0,0,1,4,25,21,2,14.3,21,8,12.5,18.8,6,0,0,1,14.3
2022-04-02,Edouard Mendy,Matchweek 31,Home,L 1–4,Chelsea,Brentford,Y,GK,90,6,4,2,33.3,0,3.4,0,0,0,0,6,10,60,18,1,44.4,34.9,7,28.6,22,5,1,20,0,18
2022-04-09,Edouard Mendy,Matchweek 32,Away,W 6–0,Chelsea,Southampton,Y,GK,90,1,0,1,100,1,0.6,0,0,0,0,0,0,0,13,2,0,16.9,3,0,11,11,0,0,0,6
2021-08-14,Alex McCarthy,Matchweek 1,Away,L 1–3,Southampton,Everton,Y,GK,90,6,3,3,50,0,3.7,0,0,0,0,5,19,26.3,19,5,52.6,47.1,10,90,68.5,13,2,15.4,0,9.5
2021-08-22,Alex McCarthy,Matchweek 2,Home,D 1–1,Southampton,Manchester Utd,Y,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,4,21,19,15,2,80,52.2,10,90,66.8,7,0,0,0,9.5
2021-08-28,Alex McCarthy,Matchweek 3,Away,D 2–2,Southampton,Newcastle Utd,Y,GK,90,4,2,2,50,0,1.6,0,0,0,0,2,10,20,14,6,35.7,38.6,7,71.4,53.4,7,1,14.3,0,12
2021-09-11,Alex McCarthy,Matchweek 4,Home,D 0–0,Southampton,West Ham,Y,GK,90,3,0,3,100,1,0.7,0,0,0,0,7,10,70,31,6,25.8,28.4,3,66.7,52,16,3,18.8,0,15
2021-09-18,Alex McCarthy,Matchweek 5,Away,D 0–0,Southampton,Manchester City,Y,GK,90,1,0,1,100,1,0.3,0,0,0,0,6,29,20.7,25,0,72,53.4,12,91.7,65.8,10,1,10,0,14.8
2021-09-26,Alex McCarthy,Matchweek 6,Home,L 0–1,Southampton,Wolves,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,3,7,42.9,22,3,27.3,30.7,3,33.3,27.7,1,1,100,0,12
2021-10-02,Alex McCarthy,Matchweek 7,Away,L 1–3,Southampton,Chelsea,Y,GK,90,9,3,6,66.7,0,2.9,0,0,0,0,8,25,32,25,1,68,48.3,9,88.9,66.9,7,1,14.3,0,5
2021-10-16,Alex McCarthy,Matchweek 8,Home,W 1–0,Southampton,Leeds United,Y,GK,90,0,0,0,0,1,0,0,0,0,0,4,9,44.4,23,4,21.7,28.9,4,100,70.8,5,1,20,1,22.4
2021-10-23,Alex McCarthy,Matchweek 9,Home,D 2–2,Southampton,Burnley,Y,GK,90,4,2,2,50,0,1.7,0,0,0,0,3,10,30,32,7,28.1,36,4,25,22.5,13,3,23.1,0,8.1
2021-10-30,Alex McCarthy,Matchweek 10,Away,W 1–0,Southampton,Watford,Y,GK,90,4,0,3,100,1,0.7,0,0,0,0,6,14,42.9,28,10,35.7,35.4,10,40,35.1,16,2,12.5,1,13.6
2021-11-05,Alex McCarthy,Matchweek 11,Home,W 1–0,Southampton,Aston Villa,Y,GK,90,3,0,3,100,1,0.1,0,0,0,0,7,25,28,34,1,55.9,39.4,9,66.7,52,13,0,0,0,12.3
2021-11-20,Alex McCarthy,Matchweek 12,Away,L 1–2,Southampton,Norwich City,Y,GK,90,4,2,2,50,0,1.1,0,0,0,0,1,6,16.7,20,7,15,26.3,4,75,46.8,7,1,14.3,0,14.3
2021-11-27,Alex McCarthy,Matchweek 13,Away,L 0–4,Southampton,Liverpool,Y,GK,90,6,4,2,33.3,0,2.4,0,0,0,0,9,29,31,23,1,69.6,52.4,13,100,72.7,7,0,0,0,10.4
2021-12-01,Alex McCarthy,Matchweek 14,Home,D 2–2,Southampton,Leicester City,Y,GK,90,6,2,4,66.7,0,2.5,0,0,0,0,6,21,28.6,18,2,83.3,51.1,7,85.7,59.7,6,1,16.7,1,21.5
2021-12-04,Alex McCarthy,Matchweek 15,Home,D 1–1,Southampton,Brighton,Y,GK,90,4,1,3,75,0,1.2,0,0,0,0,1,6,16.7,12,6,41.7,41.8,4,25,23.5,7,0,0,0,6.5
2021-11-27,Martin Dúbravka,Matchweek 13,Away,L 0–2,Newcastle Utd,Arsenal,Y,GK,90,6,2,4,66.7,0,2.5,0,0,0,0,6,19,31.6,31,9,35.5,36.3,12,66.7,50.2,10,1,10,0,9.8
2021-11-30,Martin Dúbravka,Matchweek 14,Home,D 1–1,Newcastle Utd,Norwich City,Y,GK,90,6,1,5,83.3,0,1.9,0,0,0,0,8,25,32,25,4,52,45.7,13,92.3,64.2,11,0,0,0,7.4
2021-12-04,Martin Dúbravka,Matchweek 15,Home,W 1–0,Newcastle Utd,Burnley,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,13,27,48.1,21,0,66.7,48.3,13,100,66.6,6,0,0,1,15.5
2021-12-12,Martin Dúbravka,Matchweek 16,Away,L 0–4,Newcastle Utd,Leicester City,Y,GK,90,4,4,1,25,0,3.8,1,1,0,0,3,11,27.3,23,3,21.7,29.2,9,66.7,49.4,6,1,16.7,0,14.4
2021-12-16,Martin Dúbravka,Matchweek 17,Away,L 1–3,Newcastle Utd,Liverpool,Y,GK,90,8,3,5,62.5,0,2.7,0,0,0,0,10,36,27.8,27,1,81.5,56.9,14,100,68.9,8,0,0,1,12.6
2021-12-19,Martin Dúbravka,Matchweek 18,Home,L 0–4,Newcastle Utd,Manchester City,Y,GK,90,7,4,3,42.9,0,3.5,0,0,0,0,13,18,72.2,29,6,34.5,33.3,8,100,66,5,1,20,0,11.4
2021-12-27,Martin Dúbravka,Matchweek 19,Home,D 1–1,Newcastle Utd,Manchester Utd,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,7,24,29.2,20,3,60,47.4,12,100,68.3,7,0,0,1,16.1
2022-03-17,Martin Dúbravka,Matchweek 20,Away,L 0–1,Newcastle Utd,Everton,Y,GK,90,3,1,2,66.7,0,0.2,0,0,0,0,6,12,50,21,3,28.6,30.1,6,100,62.7,6,2,33.3,0,14.5
2022-03-10,Martin Dúbravka,Matchweek 21,Away,W 2–1,Newcastle Utd,Southampton,Y,GK,90,5,1,4,80,0,2.6,0,0,0,0,18,21,85.7,25,3,64,45.8,5,100,68,10,1,10,0,9.8
2022-01-15,Martin Dúbravka,Matchweek 22,Home,D 1–1,Newcastle Utd,Watford,Y,GK,90,5,1,4,80,0,1,0,0,0,0,8,11,72.7,21,5,23.8,28.7,6,100,64.3,5,1,20,0,17
2022-01-22,Martin Dúbravka,Matchweek 23,Away,W 1–0,Newcastle Utd,Leeds United,Y,GK,90,4,0,4,100,1,1.2,0,0,0,0,14,26,53.8,24,5,70.8,49.6,9,100,64.3,13,2,15.4,0,6.8
2022-02-08,Martin Dúbravka,Matchweek 24,Home,W 3–1,Newcastle Utd,Everton,Y,GK,90,2,1,2,50,0,0.1,0,0,0,0,9,17,52.9,13,2,53.8,40.2,11,90.9,61.5,10,0,0,0,20
2022-02-13,Martin Dúbravka,Matchweek 25,Home,W 1–0,Newcastle Utd,Aston Villa,Y,GK,90,1,0,1,100,1,0,0,0,0,0,13,27,48.1,23,2,69.6,47,11,100,70.1,7,2,28.6,1,10.8
2022-02-19,Martin Dúbravka,Matchweek 26,Away,D 1–1,Newcastle Utd,West Ham,Y,GK,90,3,1,1,66.7,0,1.2,0,0,0,0,9,16,56.3,30,4,33.3,36.9,6,100,65.8,9,1,11.1,0,17.5
2022-02-26,Martin Dúbravka,Matchweek 27,Away,W 2–0,Newcastle Utd,Brentford,Y,GK,90,1,0,1,100,1,0.2,0,0,0,0,5,7,71.4,13,1,15.4,27.3,7,71.4,52,7,0,0,0,15
2022-03-05,Martin Dúbravka,Matchweek 28,Home,W 2–1,Newcastle Utd,Brighton,Y,GK,90,4,1,3,75,0,1.6,0,0,0,0,12,31,38.7,26,1,88.5,55,8,100,68.5,17,1,5.9,0,9
2022-03-13,Martin Dúbravka,Matchweek 29,Away,L 0–1,Newcastle Utd,Chelsea,Y,GK,90,3,1,1,66.7,0,1,0,0,0,0,10,22,45.5,19,1,73.7,54.5,9,88.9,61.9,7,0,0,0,11
2022-04-03,Martin Dúbravka,Matchweek 31,Away,L 1–5,Newcastle Utd,Tottenham,Y,GK,90,6,5,1,16.7,0,4.2,0,0,0,0,4,12,33.3,25,6,24,30.5,11,54.5,45.4,10,0,0,0,13.5
2022-04-08,Martin Dúbravka,Matchweek 32,Home,W 1–0,Newcastle Utd,Wolves,Y,GK,90,2,0,2,100,1,0,0,0,0,0,2,11,18.2,17,3,35.3,35.5,5,100,66.8,6,0,0,1,12.3
2021-08-15,Ederson,Matchweek 1,Away,L 0–1,Manchester City,Tottenham,Y,GK,90,2,1,1,50,0,0.6,0,0,0,0,4,6,66.7,16,6,31.3,34.9,6,16.7,35.2,3,0,0,2,21.4
2021-08-21,Ederson,Matchweek 2,Home,W 5–0,Manchester City,Norwich City,Y,GK,90,0,0,0,0,1,0,0,0,0,0,3,3,100,10,3,30,27.6,2,0,29.5,4,0,0,2,17.6
2021-08-28,Ederson,Matchweek 3,Home,W 5–0,Manchester City,Arsenal,Y,GK,90,0,0,0,0,1,0,0,0,0,0,3,7,42.9,33,2,18.2,27.2,4,25,38.3,2,0,0,1,16.5
2021-09-11,Ederson,Matchweek 4,Away,W 1–0,Manchester City,Leicester City,Y,GK,90,1,0,1,100,1,0.3,0,0,0,0,2,4,50,18,7,22.2,31.2,6,0,25.7,6,0,0,1,14
2021-09-18,Ederson,Matchweek 5,Home,D 0–0,Manchester City,Southampton,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,4,4,100,34,8,8.8,21.6,5,20,25,5,0,0,1,18.2
2021-09-25,Ederson,Matchweek 6,Away,W 1–0,Manchester City,Chelsea,Y,GK,90,0,0,0,0,1,0,0,0,0,0,4,10,40,28,4,28.6,37.2,3,66.7,58,9,1,11.1,1,16.4
2021-10-03,Ederson,Matchweek 7,Away,D 2–2,Manchester City,Liverpool,Y,GK,90,3,2,1,33.3,0,1.3,0,0,0,0,5,12,41.7,34,12,35.3,34.1,2,0,17.5,7,1,14.3,2,14.6
2021-10-23,Ederson,Matchweek 9,Away,W 4–1,Manchester City,Brighton,Y,GK,90,4,1,4,100,0,1.1,1,1,0,0,6,12,50,29,6,27.6,32.2,8,50,41.8,9,2,22.2,2,18.6
2021-10-30,Ederson,Matchweek 10,Home,L 0–2,Manchester City,Crystal Palace,Y,GK,90,3,2,1,33.3,0,1.3,0,0,0,0,5,8,62.5,26,2,23.1,28.5,4,50,35.8,2,0,0,1,18
2021-11-06,Ederson,Matchweek 11,Away,W 2–0,Manchester City,Manchester Utd,Y,GK,90,1,0,1,100,1,0,0,0,0,0,2,3,66.7,20,0,15,24.7,4,0,23,4,0,0,0,0
2021-11-21,Ederson,Matchweek 12,Home,W 3–0,Manchester City,Everton,Y,GK,90,1,0,1,100,1,0,0,0,0,0,1,1,100,22,7,4.5,21,0,0,0,5,1,20,1,24.3
2021-11-28,Ederson,Matchweek 13,Home,W 2–1,Manchester City,West Ham,Y,GK,90,4,1,3,75,0,0.3,0,0,0,0,4,7,57.1,38,6,15.8,26.6,2,50,45.5,9,1,11.1,0,10
2021-12-01,Ederson,Matchweek 14,Away,W 2–1,Manchester City,Aston Villa,Y,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,6,9,66.7,16,0,43.8,40.1,4,50,37,10,0,0,1,16
2021-12-04,Ederson,Matchweek 15,Away,W 3–1,Manchester City,Watford,Y,GK,90,4,1,3,75,0,0.6,0,0,0,0,4,7,57.1,29,6,20.7,25.3,6,16.7,24.5,6,1,16.7,2,25.7
2021-12-11,Ederson,Matchweek 16,Home,W 1–0,Manchester City,Wolves,Y,GK,90,1,0,1,100,1,0.3,0,0,0,0,4,4,100,20,4,20,29.6,1,0,20,1,0,0,0,6.3
2021-12-14,Ederson,Matchweek 17,Home,W 7–0,Manchester City,Leeds United,Y,GK,90,3,0,3,100,1,0,0,0,0,0,2,2,100,36,6,5.6,25,4,0,16.8,4,0,0,1,20
